Phi/M,mu-0,mu-0.9M,mu-1M,mu-1.1M
-0.6,-0.00780879173908487,-0.0178826770436781,-0.0265353316060938,-0.0383710850303473
-0.59,-0.00743471593563133,-0.0180862275803528,-0.0269282765250478,-0.0389534243315807
-0.58,-0.00705823482352284,-0.0182962854851856,-0.0273245457132981,-0.0395359048032486
-0.57,-0.00667987329576171,-0.0185127390314066,-0.0277240274440748,-0.0401184147185809
-0.56,-0.00630015815520958,-0.018735478402105,-0.028126611900467,-0.0407008442606669
-0.55,-0.00591961811458742,-0.0189643956902294,-0.0285321911754234,-0.0412830855224554
-0.54,-0.00553878379647548,-0.0191993848985877,-0.0289406592717519,-0.041865032506754
-0.53,-0.00515818773331334,-0.0194403419398471,-0.0293519121021196,-0.0424465811262301
-0.52,-0.00477836436739992,-0.0196871646365342,-0.0297658474890532,-0.0430276292034101
-0.51,-0.00439985005089342,-0.0199397527210347,-0.0301823651649384,-0.04360807647068
-0.5,-0.0040231830458114,-0.020198007835594,-0.0306013667720205,-0.0441878245702849
-0.49,-0.00364890352403069,-0.0204618335323164,-0.0310227558624038,-0.0447667770543292
-0.48,-0.00327755356728748,-0.0207311352731657,-0.0314464378980523,-0.0453448393847768
-0.47,-0.00290967716717725,-0.0210058204299652,-0.0318723202507891,-0.0459219189334509
-0.46,-0.0025458202251548,-0.0212857982843972,-0.0323003122022965,-0.0464979249820338
-0.45,-0.00218653055253427,-0.0215709800280034,-0.0327303249441164,-0.0470727687220673
-0.44,-0.00183235787048907,-0.021861278762185,-0.0331622715776498,-0.0476463632549525
-0.43,-0.00148385381005199,-0.0221566094982023,-0.033596067114157,-0.0482186235919497
-0.42,-0.00114157191211508,-0.0224568891571751,-0.0340316284747579,-0.0487894666541787
-0.41,-0.00080606762742974,-0.0227620365700823,-0.0344688744904314,-0.0493588112726185
-0.4,-0.000477898316606683,-0.0230719724777624,-0.0349077259020159,-0.0499265781881074
-0.39,-0.000157623250115919,-0.0233866195309129,-0.035348105360209,-0.0504926900513431
-0.38,0.0001541963917132,-0.0237059022900908,-0.0357899374255677,-0.0510570714228825
-0.37,0.000456997518692018,-0.0240297472257125,-0.0362331485685083,-0.0516196487731421
-0.36,0.000750215130772557,-0.0243580827180535,-0.0366776671693064,-0.0521803504823972
-0.35,0.00103328231804753,-0.0246908390572488,-0.0371234235180969,-0.052739106840783
-0.34,0.00130563026075031,-0.0250279484432926,-0.0375703498148741,-0.0532958500482936
-0.33,0.00156668822925498,-0.0253693449860384,-0.0380183801694915,-0.0538505142147826
-0.32,0.0018158835840763,-0.0257149647051992,-0.038467450601662,-0.0544030353599628
-0.31,0.00205264177586971,-0.0260647455303471,-0.0389174990409579,-0.0549533514134065
-0.3,0.00227638634543132,-0.0264186273009137,-0.0393684653268105,-0.0555014022145452
-0.29,0.00248653892369793,-0.0267765517661898,-0.0398202912085108,-0.0560471295126697
-0.28,0.00268251923174704,-0.0271384625853254,-0.0402729203452088,-0.0565904769669301
-0.27,0.0028637450807968,-0.0275043053273302,-0.0407262983059141,-0.057131390146336
-0.26,0.00302963237220604,-0.0278740274710728,-0.0411803725694955,-0.057669816529756
-0.25,0.00317959509747425,-0.0282475784052814,-0.0416350925246809,-0.0582057055059184
-0.24,0.00331304533824151,-0.0286249094285434,-0.0420904094700579,-0.0587390083734104
-0.23,0.00342939326628834,-0.0290059737493054,-0.0425462766140732,-0.0592696783406789
-0.22,0.00352804714353538,-0.0293907264858737,-0.0430026490750328,-0.0597976705260298
-0.21,0.00360841332204243,-0.0297791246664134,-0.043459483881102,-0.0603229419576286
-0.2,0.00366989624400605,-0.0301711272289494,-0.0439167399703056,-0.0608454515734999
-0.19,0.00371189844175344,-0.0305666950213655,-0.0443743781905276,-0.0613651602215277
-0.18,0.00373382053772665,-0.0309657908014052,-0.0448323612995113,-0.0618820306594554
-0.17,0.00373506124444249,-0.031368379236671,-0.0452906539648593,-0.0623960275548855
-0.16,0.0037150173643906,-0.0317744269046249,-0.0457492227640335,-0.06290711748528
-0.15,0.00367308378977621,-0.0321839022925882,-0.0462080361843553,-0.0634152689379603
-0.14,0.0036086535018742,-0.0325967757977415,-0.0466670646230052,-0.0639204523101069
-0.13,0.0035211175694185,-0.0330130197271245,-0.0471262803870231,-0.0644226399087596
-0.12,0.00340986514461882,-0.0334326082976367,-0.0475856576933083,-0.0649218059508177
-0.11,0.00327428345340629,-0.0338555176360365,-0.0480451726686192,-0.0654179265630398
-0.1,0.00311375777183621,-0.0342817257789418,-0.0485048033495738,-0.0659109797820436
-0.09,0.00292767136987931,-0.0347112126728297,-0.0489645296826491,-0.0664009455543064
-0.08,0.00271540538022339,-0.0351439601740367,-0.0494243335241817,-0.0668878057361647
-0.07,0.00247633850047633,-0.0355799520487586,-0.0498841986403674,-0.0673715440938142
-0.06,0.00220984634446218,-0.0360191739730506,-0.0503441107072614,-0.0678521463033101
-0.05,0.00191530012083911,-0.0364616135328271,-0.050804057310778,-0.0683295999505668
-0.04,0.0015920642680291,-0.0369072602238618,-0.051264027946691,-0.0688038945313581
-0.03,0.00123949346513128,-0.0373561054517879,-0.0517240140206335,-0.069275021451317
-0.02,0.000856934010682585,-0.0378081425320976,-0.0521840088480978,-0.0697429740259359
-0.01,0.000443750489625147,-0.0382633666901428,-0.0526440076544358,-0.0702077474805666
0,-5.73939894046756E-07,-0.0387217750611344,-0.0531040075748583,-0.0706693389504201
0.01,-0.000476249510374853,-0.0391833666901428,-0.0535640076544358,-0.0711277474805666
0.02,-0.000983065989317415,-0.0396481425320976,-0.0540240088480978,-0.0715829740259359
0.03,-0.00152050653486872,-0.0401161054517879,-0.0544840140206335,-0.072035021451317
0.04,-0.0020879357319709,-0.0405872602238618,-0.054944027946691,-0.0724838945313581
0.05,-0.00268469987916089,-0.0410616135328271,-0.055404057310778,-0.0729295999505668
0.06,-0.00331015365553782,-0.0415391739730506,-0.0558641107072614,-0.0733721463033101
0.07,-0.00396366149952367,-0.0420199520487586,-0.0563241986403674,-0.0738115440938142
0.08,-0.00464459461977661,-0.0425039601740367,-0.0567843335241817,-0.0742478057361647
0.09,-0.00535232863012069,-0.0429912126728297,-0.0572445296826491,-0.0746809455543064
0.1,-0.0060862422281638,-0.0434817257789418,-0.0577048033495738,-0.0751109797820436
0.11,-0.00684571654659372,-0.0439755176360365,-0.0581651726686192,-0.0755379265630398
0.12,-0.00763013485538118,-0.0444726082976367,-0.0586256576933083,-0.0759618059508177
0.13,-0.0084388824305815,-0.0449730197271245,-0.0590862803870231,-0.0763826399087596
0.14,-0.0092713464981258,-0.0454767757977415,-0.0595470646230052,-0.0768004523101069
0.15,-0.0101269162102238,-0.0459839022925882,-0.0600080361843553,-0.0772152689379603
0.16,-0.0110049826356094,-0.0464944269046249,-0.0604692227640335,-0.07762711748528
0.17,-0.0119049387555575,-0.047008379236671,-0.0609306539648593,-0.0780360275548855
0.18,-0.0128261794622733,-0.0475257908014052,-0.0613923612995113,-0.0784420306594554
0.19,-0.0137681015582466,-0.0480466950213655,-0.0618543781905276,-0.0788451602215277
0.2,-0.0147301037559939,-0.0485711272289494,-0.0623167399703056,-0.0792454515734999
0.21,-0.0157115866779576,-0.0490991246664134,-0.062779483881102,-0.0796429419576286
0.22,-0.0167119528564646,-0.0496307264858737,-0.0632426490750328,-0.0800376705260298
0.23,-0.0177306067337117,-0.0501659737493054,-0.0637062766140732,-0.0804296783406789
0.24,-0.0187669546617585,-0.0507049094285434,-0.0641704094700579,-0.0808190083734104
0.25,-0.0198204049025257,-0.0512475784052814,-0.0646350925246809,-0.0812057055059184
0.26,-0.020890367627794,-0.0517940274710728,-0.0651003725694955,-0.081589816529756
0.27,-0.0219762549192032,-0.0523443053273302,-0.0655662983059142,-0.081971390146336
0.28,-0.023077480768253,-0.0528984625853254,-0.0660329203452088,-0.0823504769669302
0.29,-0.0241934610763021,-0.0534565517661898,-0.0665002912085108,-0.0827271295126697
0.3,-0.0253236136545687,-0.0540186273009137,-0.0669684653268105,-0.0831014022145452
0.31,-0.0264673582241303,-0.0545847455303471,-0.0674374990409579,-0.0834733514134065
0.32,-0.0276241164159237,-0.0551549647051992,-0.067907450601662,-0.0838430353599628
0.33,-0.028793311770745,-0.0557293449860384,-0.0683783801694915,-0.0842105142147826
0.34,-0.0299743697392497,-0.0563079484432926,-0.0688503498148741,-0.0845758500482936
0.35,-0.0311667176819525,-0.0568908390572488,-0.0693234235180969,-0.084939106840783
0.36,-0.0323697848692274,-0.0574780827180535,-0.0697976671693064,-0.0853003504823972
0.37,-0.033583002481308,-0.0580697472257125,-0.0702731485685083,-0.0856596487731421
0.38,-0.0348058036082868,-0.0586659022900908,-0.0707499374255677,-0.0860170714228825
0.39,-0.0360376232501159,-0.0592666195309129,-0.071228105360209,-0.0863726900513431
0.4,-0.0372778983166067,-0.0598719724777624,-0.0717077259020159,-0.0867265781881074
0.41,-0.0385260676274297,-0.0604820365700823,-0.0721888744904314,-0.0870788112726185
0.42,-0.0397815719121151,-0.0610968891571751,-0.0726716284747579,-0.0874294666541787
0.43,-0.041043853810052,-0.0617166094982023,-0.073156067114157,-0.0877786235919497
0.44,-0.0423123578704891,-0.062341278762185,-0.0736422715776498,-0.0881263632549525
0.45,-0.0435865305525343,-0.0629709800280034,-0.0741303249441164,-0.0884727687220673
0.46,-0.0448658202251548,-0.0636057982843972,-0.0746203122022965,-0.0888179249820338
0.47,-0.0461496771671772,-0.0642458204299652,-0.0751123202507891,-0.0891619189334509
0.48,-0.0474375535672875,-0.0648911352731657,-0.0756064378980523,-0.0895048393847768
0.49,-0.0487289035240307,-0.0655418335323164,-0.0761027558624038,-0.0898467770543292
