Omega/M,T-0.3M,T-0.5M,T-0.7M,T-0.9M,T-1.1M,T-1.3M,T-1.5M
0.316227766016838,0.0286627704940633,0.113351529229791,0.159347067932541,0.143549712606865,0.101696211278622,0.0715099746717654,0.0532016536889149
0.323593656929628,0.0291277773559244,0.115297994274503,0.16216988588272,0.146250264260384,0.103699499300667,0.0729460202948769,0.0542788268802996
0.331131121482591,0.0295888806785793,0.117235638343079,0.16498221430682,0.148968985353694,0.105723367420896,0.0743985443838032,0.0553694242097702
0.338844156139203,0.030044253363163,0.119159578455072,0.167799679743075,0.151811872285786,0.107766844263947,0.0758666817110318,0.0564723983275622
0.346736850452532,0.0304908524412268,0.12108529643238,0.170613951760443,0.154455130919374,0.109827242093754,0.0773498144441055,0.0575876210354879
0.354813389233575,0.0309320468275298,0.122983221690141,0.173417091155216,0.157211068819063,0.111902085417919,0.0788468776473679,0.0587138512991316
0.363078054770101,0.0313622429792528,0.124861239796761,0.176211853008697,0.15997407797725,0.11399135657795,0.080356482669605,0.0598506698260963
0.371535229097173,0.0317779273635604,0.126717460698563,0.178975720847868,0.162740242007116,0.116091574431086,0.081877310200156,0.0609968659137861
0.380189396320561,0.032180684405316,0.128539197989015,0.181717463457879,0.165502004491014,0.118201967298107,0.0834082232548999,0.0621514244268816
0.389045144994281,0.0325680921230851,0.130323779798679,0.184418201882565,0.168255014523157,0.120317404336172,0.0849466715895856,0.0633133285290295
0.398107170553497,0.0329353167905316,0.132062996954327,0.187089806738012,0.170990763815646,0.122436286414063,0.086491224561624,0.0644809868602248
0.407380277804113,0.0332814764187007,0.133746618448987,0.189699567352997,0.173713450798153,0.124555691517388,0.0880401444026714,0.065652899372387
0.416869383470335,0.0336054621554769,0.13537509638958,0.192252881248551,0.176408947127998,0.126670863238929,0.0895905905858624,0.0668277147513834
0.426579518801593,0.0338999360373099,0.136934751733112,0.194749410610688,0.179073651903077,0.128778410504241,0.0911395536419459,0.0680033327786712
0.436515832240166,0.0341649799487755,0.138419112160087,0.197147109823142,0.18169732563526,0.130873328094898,0.0926856139574572,0.0691775954225688
0.446683592150963,0.0343961567829674,0.139809754382825,0.199469758741858,0.184276367583316,0.132950681267215,0.0942243918222919,0.0703486888118942
0.457088189614875,0.0345906737534514,0.141100532715046,0.201686506920061,0.186797866368618,0.135006832061062,0.0957529737071066,0.071513577015231
0.467735141287198,0.0347406700179887,0.14228022579478,0.203780432821495,0.189246837778798,0.137031540088526,0.0972669490605641,0.0726698353766191
0.478630092322638,0.0348463560740734,0.143341280959176,0.20575447807753,0.191628640110242,0.139025018516117,0.0987622567889389,0.0738142274810848
0.489778819368446,0.0348971660293081,0.144260166830104,0.207574736710348,0.193909368137982,0.140973548011157,0.10023416339755,0.0749433032489775
0.501187233627272,0.0348938023621735,0.14502572865486,0.20923763666748,0.196098100290601,0.142872895814013,0.10167770166364,0.0760534630945384
0.512861383991365,0.0348269063099127,0.145618893086131,0.210697505441525,0.198177223400628,0.144712142431152,0.103086682058273,0.0771403477392942
0.524807460249773,0.0346901946661609,0.146029293351749,0.211976751334817,0.200108727584427,0.146484096620758,0.104454916890149,0.0781992679593007
0.537031796370253,0.0344810403366124,0.146219607227555,0.213021854051687,0.201896263812664,0.148175373023078,0.105774847165345,0.0792252724405902
0.549540873857625,0.0341898845651537,0.146188762750328,0.213813597760704,0.203519546244847,0.14977530634376,0.107039304616505,0.0802125708253426
0.562341325190349,0.0338065420216659,0.145891793674799,0.214333040479252,0.204950617418571,0.15127084935911,0.108238738702839,0.0811543471877127
0.575439937337157,0.0333288873793375,0.145318663308868,0.214538682426167,0.206180447010634,0.152647503941235,0.10936414468695,0.0820445089963873
0.588843655355589,0.0327455391565147,0.144437925411446,0.214402778181205,0.207168703464525,0.153889077424569,0.110404571457418,0.0828743031360184
0.602559586074358,0.0320488355489903,0.143215490286954,0.213894626043622,0.207895724369954,0.15497644013409,0.11134741189024,0.0836351514664451
0.616595001861482,0.0312350226520233,0.141617996402772,0.212968435243107,0.208320127398308,0.155889988732256,0.112179443776135,0.0843168374811315
0.630957344480193,0.030284872211291,0.139610738920657,0.211579496430327,0.208418916755598,0.156607540115101,0.112890792843865,0.0849085899439283
0.645654229034656,0.029199613563049,0.137154325195459,0.209666327005705,0.208140035679969,0.15714026184547,0.113446525275983,0.0853975434052801
0.660693448007596,0.0279707398039306,0.134194882750033,0.207197482945952,0.207454409764042,0.157345051282377,0.113839836733497,0.0857697186871081
0.676082975391982,0.0265908692389911,0.130700864277858,0.204086357390436,0.206302017088096,0.15730306924186,0.114057056825962,0.0860084567696151
0.691830970918937,0.0250552163504899,0.126623050535807,0.200286661452241,0.204613134544429,0.156936480444796,0.114057847312081,0.0860947757188312
0.707945784384138,0.0233609449742842,0.12187288782498,0.195687489839551,0.202338888302783,0.156203257661154,0.113817279656099,0.0860077087082615
